9.46,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.47,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.48,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.49,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.5,9.01 - 9.5,9.01-10,8.01 - 10.0,6.00 - 10.0
9.51,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.52,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.53,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.54,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.55,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.56,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.57,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.58,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.59,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.6,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.61,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.62,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.63,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.64,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.65,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.66,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.67,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.68,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.69,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.7,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.71,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.72,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.73,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.74,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.75,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.76,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.77,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.78,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.79,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.8,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.81,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.82,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.83,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.84,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.85,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.86,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.87,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.88,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.89,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.9,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.91,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.92,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.93,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.94,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.95,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.96,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.97,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.98,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
9.99,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
10,9.51 - 10,9.01-10,8.01 - 10.0,6.00 - 10.0
